code,entry_date,exit_date,entry_price,exit_price,shares,exit_reason,pnl,pnl_pct,holding_days,trade_group,assumed_slippage_pct
7453.T,2023-12-25,2023-12-27,1120.514288137636,1135.9681661485997,11310,po_break,162022.95202501147,1.3791772380385314,1,7453.T:2023-12-25,0.1
4661.T,2023-12-18,2023-12-28,5209.526880615742,5205.048984495864,2425,replaced,-10858.898090704384,-0.08595590775315465,7,4661.T:2023-12-18,0.1
7741.T,2023-12-18,2023-12-28,16584.893959857625,17058.642614794346,761,replaced,360522.7264068442,2.856506988126606,7,7741.T:2023-12-18,0.1
6861.T,2023-12-27,2023-12-29,61493.55099993906,60869.90753016214,207,po_break,-141758.81620168829,-1.0141607691147025,1,6861.T:2023-12-27,0.1
8604.T,2023-12-18,2024-01-04,547.5039152775913,561.1682272374491,23011,po_break,301673.6551725797,2.495746893961437,9,8604.T:2023-12-18,0.1
6503.T,2023-12-28,2024-01-04,1919.5302361600309,1922.8751268310548,6660,po_break,9481.762010258886,0.17425569068998392,1,6503.T:2023-12-28,0.1
4704.T,2023-12-26,2024-01-05,7052.055500696463,7141.4440389435185,1795,replaced,160452.42615346424,1.2675529601011704,4,4704.T:2023-12-26,0.1
6723.T,2023-12-26,2024-01-09,2457.592817545859,2335.794055744915,5149,po_break,-639482.3990183467,-4.956018789254579,5,6723.T:2023-12-26,0.1
6762.T,2024-01-04,2024-01-09,1261.3591066743006,1277.8078247460803,10114,po_break,153521.76740578696,1.3040471967692424,1,6762.T:2024-01-04,0.1
7974.T,2023-12-22,2024-01-15,6614.658314974165,7690.9185625135715,952,rsi_half,1017790.3010638312,16.270836622097097,11,7974.T:2023-12-22,0.1
8001.T,2024-01-05,2024-01-16,1088.6032799782772,1247.8889436471673,5840,rsi_half,923405.7185333315,14.632113148884551,5,8001.T:2024-01-05,0.1
7974.T,2023-12-22,2024-01-19,6614.658314974165,7821.9979801333275,953,max_holding_days,1143715.6341720636,18.252487243762914,15,7974.T:2023-12-22,0.1
4519.T,2023-12-27,2024-01-19,5065.089029315194,5366.601369813961,2514,trail_sma10,744889.3891821952,5.952755001021814,12,4519.T:2023-12-27,0.1
4452.T,2023-12-29,2024-01-19,5524.203087858466,5522.694492884439,2317,po_break,-16293.245402110962,-0.02730882536420287,10,4452.T:2023-12-29,0.1
2914.T,2024-01-18,2024-01-22,3485.2433385473882,3456.432591414767,3857,replaced,-111123.05169051976,-0.8266495143673169,1,2914.T:2024-01-18,0.1
3382.T,2024-01-18,2024-01-22,1822.0480024710728,1819.3567722065857,7394,replaced,-19898.95657561764,-0.14770358743771972,1,3382.T:2024-01-18,0.1
6701.T,2023-12-29,2024-01-23,1632.384415771484,1833.98254568102,3921,rsi_half,783670.4549473623,12.34991757834556,12,6701.T:2023-12-29,0.1
7532.T,2024-01-19,2024-01-23,667.5983206980646,655.0684355736882,20185,po_break,-266264.7454732101,-1.8768598925285929,1,7532.T:2024-01-19,0.1
6367.T,2024-01-19,2024-01-23,23230.33909324378,23633.72562539895,578,po_break,219613.70088200117,1.736464244176661,1,6367.T:2024-01-19,0.1
4062.T,2024-01-22,2024-01-24,4025.8838891111996,3947.14465751551,3383,po_break,-279861.1982748366,-1.955824702462372,1,4062.T:2024-01-22,0.1
7751.T,2024-01-18,2024-01-24,3533.386277059352,3554.313307826451,3816,replaced,79857.54940724994,0.5922655811216648,3,7751.T:2024-01-18,0.1
6954.T,2024-01-23,2024-01-25,4074.7717935373607,3989.0258099795137,3345,po_break,-300307.01649288024,-2.1043137604378592,1,6954.T:2024-01-23,0.1
6701.T,2023-12-29,2024-01-26,1632.384415771484,1812.5211014412587,3922,max_holding_days,699740.6214776017,11.035187785999522,15,6701.T:2023-12-29,0.1
2914.T,2024-01-23,2024-01-26,3466.0888829343776,3467.3561357593067,3937,po_break,-8659.312147552755,0.03656146358994583,2,2914.T:2024-01-23,0.1
8001.T,2024-01-05,2024-01-29,1088.6032799782772,1231.1600284266694,5840,trail_sma10,825757.7020780682,13.095381124631267,14,8001.T:2024-01-05,0.1
6501.T,2024-01-05,2024-01-29,1975.968272164966,2166.895431409994,6447,trail_sma10,1217552.8745042228,9.662460776044712,14,6501.T:2024-01-05,0.1
5020.T,2024-01-25,2024-01-29,558.2945095557973,554.1246726305711,24259,po_break,-114649.16243939073,-0.746888399197021,1,5020.T:2024-01-25,0.1
4063.T,2024-01-24,2024-01-30,5601.185490089732,5464.2702855173875,2422,stop_sma20_break,-345008.8924184796,-2.4443969015950473,3,4063.T:2024-01-24,0.1
5411.T,2024-01-26,2024-01-30,2050.2284596548534,2072.8846864936904,6536,po_break,134606.76485702538,1.105058645154644,1,5411.T:2024-01-26,0.1
6301.T,2024-01-26,2024-01-31,3537.5036236747364,3679.8003106167525,3786,po_break,525072.9004148592,4.0225170651330355,2,6301.T:2024-01-26,0.1
6861.T,2024-01-29,2024-01-31,65143.81073027572,64886.002232830804,206,replaced,-53108.550473652635,-0.39575286516835284,1,6861.T:2024-01-29,0.1
6981.T,2024-01-22,2024-02-01,2853.8277313022368,2833.4103351239687,4764,po_break,-110815.47646749628,-0.7154389858336496,7,6981.T:2024-01-22,0.1
6645.T,2024-01-30,2024-02-01,6489.253806402981,6267.985681172655,2084,po_break,-474415.81652605406,-3.409762228933011,1,6645.T:2024-01-30,0.1
1925.T,2024-01-30,2024-02-02,4178.404268483115,4154.409793656507,3242,po_break,-91297.57898259141,-0.5742497203440444,2,1925.T:2024-01-30,0.1
4063.T,2024-01-31,2024-02-02,5542.96968624335,5624.283290693804,2454,po_break,185841.36591871118,1.4669682327915101,1,4063.T:2024-01-31,0.1
6981.T,2024-01-31,2024-02-02,2850.0226785217787,2870.9110236247857,4780,po_break,86173.25804424289,0.7329185574705965,1,6981.T:2024-01-31,0.1
1925.T,2024-02-01,2024-02-05,4139.672393112873,4079.862027036157,3281,po_break,-209721.9573139583,-1.444809163551719,1,1925.T:2024-02-01,0.1
6861.T,2024-02-01,2024-02-06,65291.38963404333,66182.15589139344,207,replaced,184388.61527147377,1.3642936110608739,2,6861.T:2024-02-01,0.1
5411.T,2024-02-01,2024-02-06,2086.416745828512,2082.248078085024,6509,replaced,-27133.85834236164,-0.19980033959285937,2,5411.T:2024-02-01,0.1
1605.T,2024-02-02,2024-02-07,1862.662846590876,1857.5594188455216,7266,stop_sma20_break,-50597.07348807505,-0.27398558760619585,2,1605.T:2024-02-02,0.1
5020.T,2024-02-05,2024-02-07,557.3670691432584,548.1086708873505,24592,po_break,-241275.4596087029,-1.661095311952887,1,5020.T:2024-02-05,0.1
6503.T,2024-02-05,2024-02-07,2077.3323966120975,1980.3172516056943,6594,po_break,-653095.9370623963,-4.670179176169609,1,6503.T:2024-02-05,0.1
9432.T,2024-02-06,2024-02-08,171.4158526560028,169.50976507048819,78904,stop_sma20_break,-163848.1323179916,-1.1119669248676578,1,9432.T:2024-02-06,0.1
9983.T,2024-02-06,2024-02-08,37992.045315188996,38052.635021001945,355,po_break,8011.414803922833,0.15947997879630638,1,9983.T:2024-02-06,0.1
4704.T,2024-02-07,2024-02-09,7794.051335565583,8079.881732973351,1737,po_break,482700.889427267,3.6672891298967336,1,4704.T:2024-02-07,0.1
7751.T,2024-01-25,2024-02-09,3542.7339815650184,3807.1263610202955,3826,replaced,1011565.2437958899,7.462947566231892,10,7751.T:2024-01-25,0.1
6326.T,2024-01-29,2024-02-13,2117.6415783678826,2059.341973683752,6366,po_break,-384430.62206535717,-2.7530440127202183,9,6326.T:2024-01-29,0.1
5411.T,2024-02-08,2024-02-13,2081.9492309219536,2010.9078076825822,6610,po_break,-483110.7001248329,-3.4122553126769595,1,5411.T:2024-02-08,0.1
8001.T,2024-02-09,2024-02-14,1252.0821618210541,1242.4377103021689,10958,po_break,-119351.37412330783,-0.770273054993309,1,8001.T:2024-02-09,0.1
9022.T,2024-02-09,2024-02-15,3687.61302896594,3616.6748953057145,3715,replaced,-263535.1665477377,-1.9236870328586897,2,9022.T:2024-02-09,0.1
8113.T,2024-02-14,2024-02-16,1673.3128713938856,1671.5879735408982,8264,po_break,-28075.68614835837,-0.10308280552163707,1,8113.T:2024-02-14,0.1
