code,entry_date,exit_date,entry_price,exit_price,shares,exit_reason,pnl,pnl_pct,holding_days,trade_group,assumed_slippage_pct
6857.T,2026-01-08,2026-01-21,20592.57103534568,20900.60130012004,716,trail_sma10,205695.11388234448,1.495831988369245,7,6857.T:2026-01-08,0.1
6861.T,2026-01-15,2026-01-27,58556.91873820493,58022.27831785492,258,po_break,-152975.94487053328,-0.913026900783942,7,6861.T:2026-01-15,0.1
5802.T,2026-01-26,2026-01-28,6558.87289268828,6881.70224723644,2288,po_break,723257.5452461145,4.9220248635713615,1,5802.T:2026-01-26,0.1
6857.T,2026-01-22,2026-02-06,22391.92069994529,23344.824072309417,667,trail_sma10,620333.3449853251,4.2555678234714955,10,6857.T:2026-01-22,0.1
5802.T,2026-01-29,2026-02-24,6971.710798946707,10078.012893801882,2205,max_holding_days,6830598.798784407,44.555808243286265,15,5802.T:2026-01-29,0.1
7011.T,2026-02-19,2026-02-24,4948.861935082455,5030.620967477891,3173,po_break,243588.96016580772,1.6520774567551966,1,7011.T:2026-02-19,0.1
6857.T,2026-02-19,2026-02-24,27445.09917635866,25439.87344256257,572,po_break,-1162114.2219003756,-7.306316223930431,1,6857.T:2026-02-19,0.1
7011.T,2026-02-20,2026-02-25,4968.824886445548,4807.480455288974,3185,po_break,-529450.779490402,-3.247134580989275,1,7011.T:2026-02-20,0.1
6857.T,2026-02-27,2026-03-03,27005.257908207488,25938.694748997812,584,stop_sma20_break,-638332.5191543548,-3.9494648147223366,1,6857.T:2026-02-27,0.1
8035.T,2026-02-24,2026-03-05,43318.60419321767,42054.25832102689,363,po_break,-474452.7261515863,-2.9187133236133422,6,8035.T:2026-02-24,0.1
4063.T,2026-03-12,2026-03-24,6103.010596298125,6212.632974152518,2561,stop_sma20_break,264972.7280931375,1.7962016635017175,6,4063.T:2026-03-12,0.1
5802.T,2026-04-17,2026-04-21,10060.05,10289.7,1568,po_break,344136.99600000225,2.282791835030662,1,5802.T:2026-04-17,0.1
4063.T,2026-04-02,2026-04-24,6514.507999999999,6797.196,2404,max_holding_days,663581.2837920024,4.339360700762063,15,4063.T:2026-04-02,0.1
5802.T,2026-04-28,2026-05-01,10009.999999999998,10269.72,1610,po_break,401824.0254000019,2.5946053946054093,1,5802.T:2026-04-28,0.1
5802.T,2026-04-30,2026-05-07,10240.23,10699.29,1572,po_break,705183.8572800021,4.482907122203317,1,5802.T:2026-04-30,0.1
6861.T,2026-04-22,2026-05-11,63233.16999999999,83376.54,124,rsi_half,2488688.0779800005,31.855701683151437,8,6861.T:2026-04-22,0.1
